batch,facility_id,zipcode,latitude,longitude,added_slots,cost
batch_25,42194,13408,42.894235,-75.645248,26,47278.78787878788
batch_25,42261,13408,42.895546,-75.64512,9,22626.086956521744
batch_25,44542,12983,44.323307,-74.12198,22,41200.0
batch_25,702648,12983,44.31643,-74.154587,16,31600.0
batch_25,852615,12983,44.324825,-74.135902,15,31092.30769230769
batch_25,43568,12983,44.323307,-74.122046,10,21607.40740740741
batch_25,548210,12983,44.395511,-74.159637,6,17100.0
batch_25,7908,12983,44.329096,-74.134411,6,17100.0
batch_25,26459,12983,44.32373483821153,-74.1323551085944,3,12900.0
batch_25,886859,12790,41.572607,-74.484407,36,61226.086956521736
batch_25,43550,12790,41.567714,-74.497257,8,19072.727272727272
batch_25,40604,10548,41.244333,-73.92619,24,43268.8524590164
batch_25,42761,10548,41.2518,-73.9378,24,43400.0
batch_25,858204,13802,42.201753,-76.056652,8,19800.0
batch_25,789883,11724,40.866724,-73.470271,30,51792.20779220779
batch_25,729724,11724,40.879967,-73.451693,20,37643.13725490196
batch_25,212831,13315,42.744092,-75.179105,12,26000.0
batch_25,903652,13315,42.710795,-75.200349,3,12900.0
batch_25,915703,10963,41.469486,-74.540644,17,33327.27272727273
batch_25,364914,10963,41.46269,-74.534622,16,31600.0
batch_25,220017,10963,41.48134812530923,-74.52912837158448,6,17100.0
batch_25,349873,10963,41.484575,-74.497564,6,17100.0
batch_25,634230,10963,41.48134812530923,-74.52912837158448,3,12900.0
batch_25,846195,12120,42.464012,-74.099794,3,12900.0
batch_25,885953,12022,42.689809,-73.36587,8,19800.0
batch_25,878477,13739,42.333747,-74.808433,3,12900.0
batch_25,827160,14226,42.969376,-78.774459,72,114200.0
batch_25,39475,14226,42.961206,-78.789057,64,102400.0
batch_25,802887,14226,42.982467,-78.808435,48,78800.0
batch_25,827693,14226,42.965119,-78.817862,48,78800.0
batch_25,907075,14226,42.986853,-78.806967,45,74494.73684210527
batch_25,41820,14226,42.959809,-78.783232,44,73200.0
batch_25,43929,14226,42.963372,-78.780944,20,37492.307692307695
batch_25,893095,14226,42.975817,-78.802163,20,37643.13725490196
batch_25,914747,14226,42.977362,-78.815211,14,29400.0
batch_25,187274,14226,42.949632,-78.808902,6,17100.0
batch_25,897085,14226,42.962511,-78.822689,6,17100.0
batch_25,623172,14226,42.957969,-78.803216,4,12866.666666666668
batch_25,897077,14226,42.966973,-78.816643,3,12900.0
batch_25,884709,14226,42.9711,-78.795932,3,12900.0
batch_25,322374,13863,42.449394,-75.912913,3,12900.0
batch_25,44398,13606,43.858834,-76.005934,24,43400.0
batch_25,209756,13606,43.859187,-76.006031,6,15658.823529411766
batch_25,749903,12170,42.93925,-73.653825,60,96747.01986754966
batch_25,835420,12170,42.964365,-73.668651,3,12900.0
batch_25,40010,13108,42.982587,-76.339866,21,40724.52830188679
batch_25,41923,13108,42.988912,-76.341265,20,37800.0
batch_25,39985,13108,42.982588,-76.339866,12,26000.0
batch_25,404504,13108,42.982801,-76.34198,6,17100.0
batch_25,795791,10303,40.631386,-74.144774,96,149600.0
batch_25,73915,10303,40.62516,-74.151186,76,120358.11518324606
batch_25,874589,10303,40.629752,-74.147216,64,102400.0
batch_25,827396,10303,40.631613,-74.156755,59,95919.46308724832
batch_25,245276,10303,40.631613,-74.156755,56,90600.0
batch_25,872534,10303,40.625368,-74.15249,20,37643.13725490196
batch_25,795489,10303,40.632601,-74.163301,16,31600.0
batch_25,700270,10303,40.631592,-74.148481,8,19800.0
batch_25,656194,10303,40.63272,-74.165429,6,17100.0
batch_25,824922,10303,40.631946,-74.151345,6,17100.0
batch_25,71684,10303,40.632253,-74.156639,6,17100.0
batch_25,426730,10303,40.624252,-74.165743,6,17100.0
batch_25,839139,10303,40.625613,-74.148378,6,17100.0
batch_25,625703,10303,40.629218,-74.165934,6,17100.0
batch_25,426783,10303,40.624252,-74.165743,6,17100.0
batch_25,502802,10303,40.623822,-74.165808,6,17100.0
batch_25,830834,10303,40.625315,-74.165552,6,17100.0
batch_25,453870,10303,40.637248,-74.165664,6,17100.0
batch_25,883083,10303,40.622613,-74.161651,6,17100.0
batch_25,917334,10303,40.633591,-74.152976,6,17100.0
batch_25,117270,10303,40.624298,-74.159675,6,17100.0
batch_25,72792,10303,40.63237,-74.152429,6,17100.0
batch_25,585632,10303,40.634927,-74.148846,6,17100.0
batch_25,398241,10303,40.629181,-74.165648,6,17100.0
batch_25,664908,10303,40.636309,-74.163803,6,17100.0
batch_25,860999,10303,40.63095,-74.16615,6,17100.0
batch_25,856020,10303,40.628242,-74.15197,6,17100.0
batch_25,860157,10303,40.637621,-74.145509,6,17100.0
batch_25,878265,10303,40.637384,-74.162229,6,17100.0
batch_25,669055,10303,40.63891,-74.16931,6,17100.0
batch_25,922122,11935,41.02574,-72.471306,16,31600.0
batch_25,901967,11935,41.019064,-72.482155,15,31294.736842105263
batch_25,747702,12723,41.791079,-75.045162,3,12900.0
batch_25,891282,12960,44.054356,-73.508152,6,17100.0
batch_25,833345,12197,42.666495,-74.748242,6,17100.0
batch_25,722954,12197,42.614335,-74.734549,3,12900.0
batch_25,45211,12974,44.044999,-73.47928,17,33327.27272727273
batch_25,115012,12974,44.04682973193677,-73.47064033728421,4,14200.0
batch_25,848065,14569,42.756069,-78.134879,24,43400.0
batch_25,873558,14569,42.748013,-78.13523,17,33327.27272727273
batch_25,869748,14569,42.746224,-78.130825,3,12900.0
batch_25,17020,14569,42.74112889791745,-78.1423660360844,3,12900.0
batch_25,842819,12466,41.89508176378264,-73.97667620774858,31,54848.101265822785
batch_25,236868,12466,41.903973,-73.980589,3,12900.0
batch_25,27777,12466,41.90169,-73.983926,3,12900.0
batch_25,45091,12521,42.147244,-73.636614,7,19377.77777777778
batch_25,871938,12581,41.894164,-73.707942,16,31600.0
batch_25,893505,12581,41.86711,-73.718884,3,12900.0
batch_25,664775,12738,41.6601,-74.5977,3,12900.0
batch_26,39168,12208,42.65678379266426,-73.79689913537395,41,69961.16504854368
batch_26,305329,12208,42.664638,-73.79187,40,67000.0
batch_26,41959,12208,42.65383,-73.792136,32,55200.0
batch_26,740305,12208,42.646048,-73.776741,28,49487.32394366197
batch_26,695751,12208,42.660282,-73.781914,24,43400.0
batch_26,727712,12208,42.656477,-73.780845,6,17100.0
batch_26,325130,12208,42.653741,-73.792,6,17100.0
batch_26,882859,12208,42.654598,-73.800347,6,17100.0
batch_26,907511,12208,42.65558,-73.791303,6,17100.0
batch_26,819182,12208,42.660605,-73.817658,3,12900.0
batch_26,896731,10530,41.023954,-73.790908,56,90600.0
batch_26,40512,10530,41.022395,-73.800492,30,53000.0
batch_26,900293,10530,41.02585,-73.791364,28,49377.77777777778
batch_26,909963,10530,41.026179,-73.791444,12,26000.0
batch_26,895514,10530,41.022364,-73.794342,9,21300.0
batch_26,105213,10530,41.02494,-73.791019,6,17100.0
batch_26,320045,10530,41.02494,-73.79073,6,17100.0
batch_26,716518,10530,41.029344,-73.811897,6,17100.0
batch_26,896375,10530,41.022576,-73.801358,6,17100.0
batch_26,239587,10579,41.337135,-73.859662,48,78800.0
batch_26,556796,10579,41.334631,-73.871376,26,47400.0
batch_26,191359,10579,41.356276,-73.835919,14,27967.567567567567
batch_26,889859,10579,41.344803,-73.835896,3,12900.0
batch_26,894516,12053,42.742049,-74.172663,24,43400.0
batch_26,111505,12053,42.742092,-74.239667,22,41057.142857142855
batch_26,848508,12053,42.808684,-74.216403,3,12900.0
batch_26,192915,14228,43.034757,-78.820859,58,94545.20547945207
batch_26,218934,14228,43.035356,-78.808241,39,66678.78787878787
batch_26,443194,14228,43.034871,-78.802713,38,63635.051546391755
batch_26,42251,14228,43.056198,-78.725619,36,61312.08791208791
batch_26,426433,14228,43.028372,-78.821684,35,60465.16853932584
batch_26,857228,14228,43.013232,-78.821818,29,52545.20547945205
batch_26,907375,14228,43.037952,-78.803263,17,33327.27272727273
batch_26,886911,14228,43.028223,-78.79734,17,33327.27272727273
batch_26,886912,14228,43.012107,-78.8058,17,33327.27272727273
batch_26,683538,14228,43.014487,-78.782075,13,28878.78787878788
batch_26,866734,14228,43.067951,-78.75265,7,19377.77777777778
batch_26,880231,14228,43.032503,-78.793773,6,17100.0
batch_26,881656,12821,43.458925,-73.384435,3,12900.0
batch_26,43578,10516,41.418129,-73.951405,27,48741.17647058823
batch_26,826744,10516,41.47743,-73.917185,17,34506.976744186046
batch_26,873240,10516,41.41776,-73.955963,14,29177.777777777777
batch_26,725929,10516,41.459273,-73.921049,6,17100.0
batch_26,396346,10590,41.266736,-73.542867,40,67000.0
batch_26,835935,10590,41.2152,-73.5177,34,59106.976744186046
batch_26,869801,10590,41.281925,-73.567924,23,42996.61016949153
batch_26,823914,13782,42.195943,-74.989433,6,17100.0
batch_26,832360,12561,41.778635,-74.073566,26,47400.0
batch_26,41308,12561,41.782812,-74.071713,25,45212.5
batch_26,480288,12561,41.74925,-74.086722,17,33327.27272727273
batch_26,109718,12561,41.738331,-74.090662,16,31219.04761904762
batch_26,43618,12561,41.71512,-74.084675,16,31600.0
batch_26,44582,12561,41.70732,-74.091488,14,29400.0
batch_26,827406,12561,41.704145,-74.141232,6,17100.0
batch_26,668643,12561,41.818739,-74.066372,6,17100.0
batch_26,819552,12561,41.704507,-74.08111,6,17100.0
batch_26,266935,12561,41.704359,-74.078967,6,17100.0
batch_26,917672,12561,41.74702664120091,-74.10864067714519,6,17100.0
batch_26,31851,12561,41.819057,-73.982903,3,12900.0
batch_26,13236,12732,41.529259,-74.899803,3,12900.0
batch_26,878114,11719,40.793843,-72.90521,48,78668.85245901639
batch_26,908936,12846,43.346136,-73.839239,16,31600.0
batch_26,744100,12846,43.346136,-73.839239,8,19800.0
batch_26,73917,10035,40.799329,-73.933192,100,155736.50793650793
batch_26,682531,10035,40.796508,-73.930218,98,153600.0
batch_26,255423,10035,40.806013,-73.94092,90,140129.5154185022
batch_26,761459,10035,40.805949,-73.935567,80,126000.0
batch_26,899460,10035,40.797037,-73.930211,76,120358.11518324606
batch_26,899366,10035,40.797335,-73.936105,54,87283.21167883213
batch_26,709896,10035,40.800877,-73.939368,50,82736.50793650793
batch_26,607931,10035,40.800028,-73.937359,48,78800.0
batch_26,709890,10035,40.799329,-73.933192,43,72362.96296296296
batch_26,709894,10035,40.800271,-73.937934,32,55200.0
batch_26,629029,10035,40.800877,-73.939368,26,47400.0
batch_26,242540,10035,40.805753,-73.938212,24,43268.8524590164
batch_26,689575,10035,40.8071,-73.936369,16,31600.0
batch_26,807275,10035,40.798402,-73.932757,15,31092.30769230769
batch_26,689572,10035,40.798143,-73.932154,15,31294.736842105263
batch_26,888545,10035,40.799855,-73.943227,6,17100.0
batch_26,752681,10035,40.79923,-73.937419,6,17100.0
batch_26,282285,10035,40.802791,-73.935384,6,17100.0
batch_26,859480,10035,40.800299,-73.943874,6,17100.0
batch_26,900108,10035,40.797937,-73.930714,4,12866.666666666668
batch_26,746460,10035,40.800299,-73.943874,3,12900.0
batch_26,734633,10035,40.807297,-73.93609,3,12900.0
batch_26,596502,10035,40.80194493518226,-73.93627370773059,3,12900.0
batch_26,921225,10035,40.799915,-73.932343,3,12900.0
batch_26,191045,10035,40.803327,-73.939339,2,8114.285714285714
batch_26,221754,10035,40.796258,-73.934274,2,8114.285714285714
batch_26,188577,10035,40.801569,-73.936382,2,8114.285714285714
batch_26,67207,10035,40.797762,-73.937003,2,8114.285714285714
batch_26,66000,10035,40.806552,-73.938958,2,10666.666666666668
batch_26,878518,10035,40.805616,-73.937896,1,7000.0
batch_26,43572,13068,42.549192,-76.294518,29,52545.20547945205
batch_26,263623,13068,42.51278,-76.433337,6,17100.0
batch_26,855755,13068,42.477202,-76.346325,6,17100.0
batch_26,240933,13068,42.490788,-76.328705,6,17100.0
batch_26,38505,13068,42.536603,-76.455272,3,12900.0
batch_26,40691,12154,42.905893,-73.581183,17,33327.27272727273
batch_26,830081,12154,42.899607,-73.586891,6,17100.0
batch_26,853456,12154,42.883458,-73.595046,3,12900.0
batch_26,267166,10464,40.843684,-73.784915,24,43141.93548387097
batch_26,749905,10464,40.843684,-73.784915,16,31600.0
batch_26,477206,10464,40.839736,-73.782586,4,12866.666666666668
batch_26,877268,13673,44.155174,-75.708288,24,43400.0
batch_26,915859,13673,44.134142,-75.72182,24,43400.0
batch_26,797904,13673,44.105164,-75.728749,6,17100.0
batch_26,786148,13673,44.219621,-75.710078,3,12900.0
batch_26,919405,14171,42.405988,-78.609393,16,31600.0
batch_26,832636,14525,42.872541,-78.015225,23,42996.61016949153
batch_26,766320,14525,42.924103,-78.040868,6,17100.0
batch_26,721458,14525,42.934712,-78.020143,6,17100.0
batch_26,898686,12524,41.538335,-73.900329,40,67000.0
batch_26,749170,12524,41.535529,-73.893753,35,60554.545454545456
batch_26,661680,12524,41.549164,-73.861926,18,35600.0
batch_26,807890,12524,41.547894,-73.865855,16,31600.0
batch_26,872838,12524,41.525702,-73.92408,16,31600.0
batch_26,920238,12524,41.517963,-73.928389,16,31600.0
batch_26,171491,12524,41.547894,-73.865855,9,21300.0
batch_26,171492,12524,41.53761,-73.901183,9,21300.0
batch_26,768789,12524,41.548357,-73.861781,8,19800.0
batch_26,742889,12524,41.537308,-73.910829,6,17100.0
batch_26,580945,12524,41.53796,-73.878921,3,12900.0
batch_26,40618,12155,42.547918,-74.819928,17,33327.27272727273
batch_26,784011,12155,42.553006,-74.8385,6,17100.0
batch_26,591,12155,42.499491,-74.784303,3,12900.0
batch_26,845667,14486,42.896262,-77.904367,3,12900.0
batch_26,42762,10511,41.258909,-73.947806,16,31600.0
batch_26,778027,10511,41.258069,-73.940344,6,17100.0
batch_26,852156,10511,41.268055,-73.944732,6,17100.0
batch_26,880512,12578,41.802749,-73.849543,6,17100.0
batch_26,739467,12578,41.818949,-73.745668,3,12900.0
batch_26,911277,12578,41.797758,-73.83335,3,12900.0
batch_26,920821,14536,42.253433,-78.649909,8,19800.0
batch_26,869395,12737,41.482478,-74.817643,16,31600.0
batch_26,388430,12737,41.48496997593953,-74.79843443849558,6,17100.0
batch_26,675105,12719,41.474747,-74.906077,6,17600.0
batch_26,547390,12140,42.689081,-73.56792,17,33327.27272727273
batch_26,875339,12140,42.692324,-73.576726,3,12900.0
batch_26,717052,12190,43.405315,-74.286108,6,17100.0
batch_26,906719,12842,43.7625,-74.2581,6,17100.0
batch_26,247255,12791,41.80305224138752,-74.8889275962094,6,17100.0
batch_26,896632,12791,41.803031,-74.877946,6,17100.0
batch_26,380295,13116,43.079805,-76.00113,24,43400.0
batch_26,601208,13116,43.074567,-76.017754,11,25057.142857142855
batch_26,598434,13116,43.077627,-76.016285,6,17100.0
batch_26,243227,13116,43.076448667634914,-76.0090004662977,3,12900.0
batch_26,890458,12534,42.254789,-73.77874,72,114200.0
batch_26,892898,12534,42.259862,-73.772465,61,98122.07792207792
batch_26,874108,12534,42.251035,-73.784938,22,41057.142857142855
batch_26,646734,12534,42.284001,-73.756003,6,17100.0
batch_26,820263,12534,42.225242,-73.828831,3,12900.0
batch_26,20880,12534,42.243856,-73.658481,3,12900.0
batch_26,17129,12534,42.253907,-73.769936,3,12900.0
batch_26,746597,12534,42.24802028312386,-73.7548703059294,3,12900.0
batch_26,274529,13810,42.626357,-75.173891,6,17100.0
batch_26,485644,12405,42.33056034253728,-74.08528975225245,3,12900.0
batch_26,874179,11792,40.946088,-72.825566,61,98122.07792207792
batch_26,461007,11792,40.945864,-72.841064,38,63635.051546391755
batch_26,894838,11792,40.946478,-72.848674,6,17100.0
retry_batch_5_chunk_1,644960,10940,41.449215,-74.42201,78,122718.78172588832
retry_batch_5_chunk_1,754353,10940,41.42594,-74.428224,62,100148.71794871797
retry_batch_5_chunk_1,867850,10940,41.455774,-74.383287,50,81074.0157480315
retry_batch_5_chunk_1,114767,10940,41.403875,-74.448553,40,67000.0
retry_batch_5_chunk_1,40080,10940,41.436728,-74.427984,39,66759.18367346938
retry_batch_5_chunk_1,798859,10940,41.429825,-74.424485,34,59106.976744186046
retry_batch_5_chunk_1,885400,10940,41.448289,-74.450965,32,55200.0
retry_batch_5_chunk_1,886799,10940,41.461355,-74.421122,32,55200.0
retry_batch_5_chunk_1,886797,10940,41.445173,-74.3913,32,55200.0
retry_batch_5_chunk_1,40076,10940,41.456416,-74.413936,30,53000.0
retry_batch_5_chunk_1,568367,10940,41.450911,-74.420832,30,53000.0
retry_batch_5_chunk_1,40067,10940,41.445552,-74.41703,30,53000.0
retry_batch_5_chunk_1,915128,10940,41.447242,-74.39763,16,31219.04761904762
retry_batch_5_chunk_1,872246,10940,41.379112,-74.537183,14,29400.0
retry_batch_5_chunk_1,788392,10940,41.436197,-74.408708,6,17100.0
retry_batch_5_chunk_1,898176,10940,41.435315,-74.401,6,17100.0
retry_batch_5_chunk_1,852948,10940,41.453192,-74.416719,6,17100.0
retry_batch_5_chunk_1,300414,10940,41.437014,-74.409214,6,17100.0
retry_batch_5_chunk_1,706721,10940,41.484721,-74.477819,6,17100.0
retry_batch_5_chunk_1,735599,10940,41.440058,-74.421248,6,17100.0
retry_batch_5_chunk_1,334091,10940,41.47438,-74.431729,6,17100.0
retry_batch_5_chunk_1,593221,10940,41.440613,-74.433518,6,17100.0
retry_batch_5_chunk_1,418374,10940,41.448245,-74.434033,6,17100.0
retry_batch_5_chunk_1,890359,10940,41.44075,-74.383014,6,17100.0
retry_batch_5_chunk_1,912775,10940,41.440488,-74.413903,6,17100.0
retry_batch_5_chunk_1,774982,10940,41.450503,-74.418565,6,17100.0
retry_batch_5_chunk_1,331345,10940,41.429669,-74.443295,6,17100.0
retry_batch_5_chunk_1,889490,10940,41.450222,-74.5215,6,17100.0
retry_batch_5_chunk_1,297686,10940,41.450991691312645,-74.4697988849185,5,14742.857142857141
retry_batch_5_chunk_1,320051,10940,41.431636,-74.442266,5,14742.857142857141
retry_batch_5_chunk_1,359210,14218,42.827683,-78.813692,68,108600.0
retry_batch_5_chunk_1,773947,14218,42.816733,-78.802549,62,100200.0
retry_batch_5_chunk_1,777654,14218,42.825676,-78.81098,46,76531.03448275862
retry_batch_5_chunk_1,39509,14218,42.826802,-78.841884,28,49377.77777777778
retry_batch_5_chunk_1,44315,14218,42.814386,-78.828147,23,42996.61016949153
retry_batch_5_chunk_1,906678,14218,42.824592,-78.802921,14,29177.777777777777
retry_batch_5_chunk_1,298875,14218,42.823961,-78.839661,6,17100.0
retry_batch_5_chunk_1,308598,14218,42.811176,-78.843607,4,12866.666666666668
retry_batch_5_chunk_1,825380,10021,40.771812,-73.957852,184,279400.0
retry_batch_5_chunk_1,43499,11901,40.921412,-72.665339,53,87969.92481203008
retry_batch_5_chunk_1,878280,11901,40.943668,-72.626815,49,80703.2258064516
retry_batch_5_chunk_1,40727,11901,40.913301,-72.653444,36,61312.08791208791
retry_batch_5_chunk_1,549998,11901,40.921448,-72.663137,36,61400.0
retry_batch_5_chunk_1,40280,11901,40.924839,-72.667623,27,48741.17647058823
retry_batch_5_chunk_1,816075,11901,40.925374,-72.660609,25,46336.50793650794
retry_batch_5_chunk_1,867807,11901,40.922467,-72.682939,23,42996.61016949153
retry_batch_5_chunk_1,924071,11901,40.908532,-72.651575,20,37800.0
retry_batch_5_chunk_1,924075,11901,40.920547,-72.664558,20,37800.0
retry_batch_5_chunk_1,885633,11901,40.916983,-72.661068,12,26000.0
retry_batch_5_chunk_1,905770,11901,40.922707,-72.670193,12,26000.0
retry_batch_5_chunk_1,447897,11901,40.925711,-72.667889,6,17100.0
retry_batch_5_chunk_1,105945,11901,40.940557,-72.622594,6,17100.0
retry_batch_5_chunk_1,894348,11901,40.936681,-72.638858,6,17100.0
retry_batch_5_chunk_1,878132,11901,40.929221,-72.680627,6,17100.0
retry_batch_5_chunk_1,915456,11901,40.918888,-72.66155,6,17100.0
retry_batch_5_chunk_1,885626,11901,40.92554821717675,-72.65113206702013,6,17100.0
retry_batch_5_chunk_1,918623,11901,40.92484,-72.657294,6,17100.0
retry_batch_5_chunk_1,915408,11901,40.91286,-72.637451,3,12900.0
retry_batch_5_chunk_1,887904,11901,40.905549,-72.631858,3,12900.0
retry_batch_5_chunk_1,404356,11415,40.707525,-73.834449,6,17100.0
retry_batch_5_chunk_1,868424,11415,40.70417,-73.827289,6,17100.0
retry_batch_5_chunk_1,903066,11415,40.704297,-73.823382,6,17100.0
retry_batch_5_chunk_1,804031,11415,40.706586,-73.83498,3,12900.0
retry_batch_5_chunk_1,422938,11415,40.707118,-73.827442,2,8114.285714285714
retry_batch_5_chunk_1,799592,12078,43.063769,-74.342804,66,106400.0
retry_batch_5_chunk_1,829545,12078,43.054972,-74.327946,48,78800.0
retry_batch_5_chunk_1,713796,12078,43.041131,-74.343932,40,67000.0
retry_batch_5_chunk_1,795862,12078,43.050608,-74.357575,34,59200.0
retry_batch_5_chunk_1,881677,12078,43.091505,-74.275764,28,49377.77777777778
retry_batch_5_chunk_1,795550,12078,43.050608,-74.357575,17,33327.27272727273
retry_batch_5_chunk_1,289374,12078,43.065404,-74.335975,14,29400.0
retry_batch_5_chunk_1,901556,12078,43.071981,-74.30869,6,17100.0
retry_batch_5_chunk_1,643616,12078,43.058564,-74.334766,4,13472.727272727272
retry_batch_5_chunk_1,870974,12078,43.049296,-74.329409,3,12900.0
retry_batch_5_chunk_1,825379,10010,40.739097,-73.985452,56,90600.0
retry_batch_5_chunk_1,805711,10010,40.738274,-73.981438,24,43400.0
retry_batch_5_chunk_1,765875,10010,40.739198,-73.978487,13,27047.058823529413
retry_batch_5_chunk_1,40510,10708,40.945063,-73.842812,37,64356.98924731183
retry_batch_5_chunk_1,732221,10708,40.946673,-73.84132,16,31600.0
retry_batch_5_chunk_1,796138,11418,40.696707,-73.839266,130,200775.46012269938
retry_batch_5_chunk_1,339179,11418,40.699098,-73.83547,112,173200.0
retry_batch_5_chunk_1,923944,11418,40.6975995024138,-73.83549642378894,104,161369.34865900385
retry_batch_5_chunk_1,684753,11418,40.693579,-73.844466,104,161400.0
retry_batch_5_chunk_1,882278,11418,40.697101,-73.847813,33,58151.80722891566
retry_batch_5_chunk_1,798853,11418,40.693873,-73.842982,6,17100.0
retry_batch_5_chunk_1,838608,11418,40.701203,-73.829287,6,17100.0
retry_batch_5_chunk_1,183945,11418,40.701783,-73.827881,6,17100.0
retry_batch_5_chunk_1,349527,11418,40.696663,-73.847033,6,17100.0
retry_batch_5_chunk_1,868300,11418,40.692464,-73.841962,6,17100.0
retry_batch_5_chunk_1,362644,11418,40.69677,-73.830499,6,17100.0
retry_batch_5_chunk_1,714629,11418,40.696765,-73.842048,6,17100.0
retry_batch_5_chunk_1,72210,11418,40.6935,-73.830731,6,17100.0
retry_batch_5_chunk_1,733037,11418,40.699099,-73.832226,6,17100.0
retry_batch_5_chunk_1,532760,11418,40.696039,-73.84708,6,17100.0
retry_batch_5_chunk_1,886212,11418,40.695909,-73.844726,6,17100.0
retry_batch_5_chunk_1,917083,11418,40.692476,-73.840888,6,17100.0
retry_batch_5_chunk_1,901642,11418,40.689557,-73.825582,6,17100.0
retry_batch_5_chunk_1,821754,11418,40.706489,-73.836625,6,17100.0
retry_batch_5_chunk_1,921878,11418,40.698812,-73.820875,6,17100.0
retry_batch_5_chunk_1,828625,11418,40.697442,-73.847027,6,17100.0
retry_batch_5_chunk_1,920909,11418,40.701039,-73.817855,6,17100.0
retry_batch_5_chunk_1,181351,11418,40.692305,-73.838188,6,17100.0
retry_batch_5_chunk_1,912295,11418,40.6975995024138,-73.83549642378894,6,17100.0
retry_batch_5_chunk_1,885976,11418,40.701039,-73.817855,6,17100.0
retry_batch_5_chunk_1,898394,11418,40.698832,-73.825365,6,17100.0
retry_batch_5_chunk_1,893327,11418,40.705257,-73.821083,6,17100.0
retry_batch_5_chunk_1,296927,11418,40.698929,-73.816541,5,14742.857142857141
retry_batch_5_chunk_1,454038,11418,40.694624,-73.835657,5,14742.857142857141
retry_batch_5_chunk_1,536822,11418,40.696663,-73.847033,4,12866.666666666668
retry_batch_5_chunk_1,804630,10023,40.772585,-73.989231,120,185000.0
retry_batch_5_chunk_1,805702,10023,40.772541,-73.988507,90,141764.6017699115
retry_batch_5_chunk_1,879326,10023,40.771763,-73.987283,80,125960.19900497512
retry_batch_5_chunk_1,892293,10023,40.780585,-73.976682,48,78800.0
retry_batch_5_chunk_1,817242,10023,40.774986,-73.987168,38,64716.66666666667
retry_batch_5_chunk_1,808445,10023,40.772953,-73.990105,36,61226.086956521736
retry_batch_5_chunk_1,905115,10023,40.770742,-73.981026,16,31600.0
retry_batch_5_chunk_1,664649,10023,40.781631,-73.98436,6,17100.0
retry_batch_5_chunk_1,679107,10023,40.773425,-73.985796,3,12900.0
retry_batch_6_chunk_2,192013,10302,40.622751,-74.144874,96,149600.0
retry_batch_6_chunk_2,833419,10302,40.624901,-74.142596,53,86310.44776119402
retry_batch_6_chunk_2,381273,10302,40.636731,-74.132574,48,78800.0
retry_batch_6_chunk_2,500459,10302,40.62939,-74.14398,6,17100.0
retry_batch_6_chunk_2,715176,10302,40.633442,-74.142443,6,17100.0
retry_batch_6_chunk_2,379420,10302,40.640109,-74.135627,6,17100.0
retry_batch_6_chunk_2,847159,10302,40.637978,-74.142448,6,17100.0
retry_batch_6_chunk_2,383666,10302,40.633442,-74.142443,6,17100.0
retry_batch_6_chunk_2,672612,10302,40.63261,-74.141594,6,17100.0
retry_batch_6_chunk_2,767191,10302,40.637018,-74.139771,6,17100.0
retry_batch_6_chunk_2,882938,10302,40.629612,-74.136971,6,17100.0
retry_batch_6_chunk_2,852938,10302,40.637424,-74.139686,6,17100.0
retry_batch_6_chunk_2,775467,10302,40.629321,-74.137943,6,17100.0
retry_batch_6_chunk_2,111360,10302,40.630038,-74.130345,6,17100.0
retry_batch_6_chunk_2,800624,10302,40.637963,-74.135869,6,17100.0
retry_batch_6_chunk_2,275675,10302,40.637785,-74.130433,6,17100.0
retry_batch_6_chunk_2,892200,10302,40.627135,-74.142691,6,17100.0
retry_batch_6_chunk_2,909421,10302,40.639267,-74.137824,6,17100.0
retry_batch_6_chunk_2,897247,10302,40.637785,-74.130433,4,14200.0
retry_batch_6_chunk_2,339132,10475,40.883154,-73.830669,150,230000.0
retry_batch_6_chunk_2,348959,10475,40.864383,-73.824239,86,135562.96296296298
retry_batch_6_chunk_2,339166,10475,40.873037,-73.833343,80,126000.0
retry_batch_6_chunk_2,871375,10475,40.880096,-73.826673,80,126000.0
retry_batch_6_chunk_2,612449,10475,40.875125,-73.833338,76,120400.0
retry_batch_6_chunk_2,738396,10475,40.883154,-73.830669,64,102400.0
retry_batch_6_chunk_2,709796,10475,40.873196,-73.832177,52,85000.0
retry_batch_6_chunk_2,299648,10475,40.87498,-73.832177,51,84168.75
retry_batch_6_chunk_2,859389,10475,40.863905,-73.823002,6,17100.0
retry_batch_6_chunk_2,902755,10475,40.888733,-73.819425,6,17100.0
retry_batch_6_chunk_2,298234,10475,40.866404,-73.820593,6,17100.0
retry_batch_6_chunk_2,866954,10475,40.876496,-73.827159,6,17100.0
retry_batch_6_chunk_2,883468,10475,40.872554,-73.83011,6,17100.0
retry_batch_6_chunk_2,878155,10475,40.863616,-73.822204,6,17100.0
retry_batch_6_chunk_2,817811,10475,40.863441,-73.825152,6,17100.0
retry_batch_6_chunk_2,910575,10475,40.879065,-73.823639,6,17100.0
retry_batch_6_chunk_2,400765,10475,40.872654,-73.826142,6,17100.0
retry_batch_6_chunk_2,260106,10475,40.863616,-73.822204,5,14742.857142857141
retry_batch_6_chunk_2,882844,10475,40.862023,-73.824154,5,14742.857142857141
retry_batch_6_chunk_2,454206,10475,40.874978,-73.829175,5,14742.857142857141
retry_batch_6_chunk_2,585496,10475,40.876132,-73.832283,3,12900.0
