zipcode,pop_0_5,pop_5_12,pop_0_12,avg_income,employment_rate,num_existing_facilities,H025_zip,H512_zip,high_demand,desert_threshold,is_desert,current_coverage_ratio,total_existing_slots
10026,2222.0,3281.0,5503.0,65380.71800810655,0.4513262772768849,43.0,158.49512482960773,1547.5048751703923,0,1815.99,1,0.31001272033436306,1706.0
10027,3636.0,5272.0,8908.0,61675.983037779486,0.3941889797282922,59.0,142.8470190993923,3615.152980900608,0,2939.6400000000003,0,0.42186798383475527,3758.0
10028,1719.0,3063.0,4782.0,117822.24532224532,0.5260625150381696,3.0,44.62743703109527,303.37256296890473,0,1578.0600000000002,1,0.07277289836888332,348.0
10029,3965.0,5840.0,9805.0,48339.6723229959,0.4520326923585579,68.0,144.75499344033207,3213.245006559668,1,4902.5,1,0.34247832738398776,3358.0
10030,1872.0,2403.0,4275.0,48373.42271293375,0.4055264167839325,28.0,74.87557866205975,1197.1244213379402,1,2137.5,1,0.29754385964912283,1272.0
10031,2359.0,4064.0,6423.0,48674.798239178286,0.4465631347880217,60.0,201.2397917782691,1375.7602082217309,1,3211.5,1,0.24552389848980227,1577.0
10032,2238.0,3628.0,5866.0,46467.4900108972,0.4551917989417989,82.0,293.0100275287349,2928.989972471265,1,2933.0,0,0.5492669621547903,3222.0
10033,3206.0,4067.0,7273.0,52235.16527279968,0.4276881674643593,91.0,387.89938786966997,2505.1006121303303,1,3636.5,1,0.3977725835281177,2893.0
10034,2615.0,3298.0,5913.0,50708.04658549497,0.4544142410392109,79.0,349.78670604331455,2776.2132939566854,1,2956.5,0,0.5286656519533232,3126.0
10035,2382.0,3433.0,5815.0,50944.669365722,0.3839875631558492,30.0,46.691537772282075,2028.3084622277179,1,2907.5,1,0.35683576956147894,2075.0
10036,634.0,942.0,1576.0,94940.64443188242,0.5719366311024895,3.0,0.0,686.0,0,520.08,0,0.4352791878172589,686.0
10037,1070.0,1490.0,2560.0,57120.58212058212,0.5026648552617828,18.0,80.35856036081498,505.641439639185,1,1280.0,1,0.22890625,586.0
10038,772.0,1513.0,2285.0,95681.62574089757,0.5059332562224221,9.0,23.715481993086843,778.2845180069131,0,754.0500000000001,0,0.35098468271334793,802.0
10039,1898.0,2790.0,4688.0,47026.16970658208,0.4219225750326228,34.0,107.69366290341104,1315.306337096589,1,2344.0,1,0.3035409556313993,1423.0
10040,1970.0,3552.0,5522.0,50772.05882352941,0.4673218335509587,86.0,313.56718231038525,2280.4328176896147,1,2761.0,1,0.469757334299167,2594.0
10044,939.0,822.0,1761.0,86945.03171247357,0.3992908998818166,5.0,6.398493045030971,482.601506954969,0,581.13,1,0.2776831345826235,489.0
10065,2230.0,1807.0,4037.0,120720.64643799471,0.491266729317217,5.0,40.0,805.0,0,1332.21,1,0.20931384691602675,845.0
10069,690.0,647.0,1337.0,133653.84615384616,0.519252276721521,1.0,6.193116227562037,9.806883772437963,0,441.21000000000004,1,0.011967090501121914,16.0
10075,1243.0,1267.0,2510.0,120113.13056379822,0.5635451505016722,1.0,0.0,235.0,0,828.3000000000001,1,0.09362549800796813,235.0
10128,2791.0,2862.0,5653.0,111992.48721227625,0.5517241379310345,3.0,0.0,301.0,0,1865.49,1,0.053246064036794626,301.0
10162,134.0,28.0,162.0,137335.52631578947,0.4990151017728168,0.0,0.0,0.0,0,53.46,1,0.0,0.0
10280,318.0,308.0,626.0,134397.5903614458,0.4692977496324776,1.0,0.0,509.0,0,206.58,0,0.8130990415335463,509.0
10282,418.0,920.0,1338.0,152181.6037735849,0.3286821705426356,2.0,0.0,279.0,0,441.54,1,0.2085201793721973,279.0
10301,2780.0,3321.0,6101.0,66913.36230309615,0.4564726885026406,32.0,132.1060505128569,1772.8939494871431,0,2013.3300000000002,1,0.31224389444353384,1905.0
10302,1338.0,1996.0,3334.0,57217.51412429378,0.4766521247374374,19.0,76.25501291200615,667.7449870879939,1,1667.0,1,0.22315536892621476,744.0
10303,1262.0,3125.0,4387.0,52778.861154446175,0.4733596721190414,50.0,139.80593854938343,1489.1940614506166,1,2193.5,1,0.371324367449282,1629.0
10304,2234.0,4693.0,6927.0,61216.41074856045,0.4645149786019971,42.0,155.80382693070234,1864.1961730692976,0,2285.9100000000003,1,0.2916125306770608,2020.0
10305,1653.0,3581.0,5234.0,64277.19465648855,0.496553031200398,20.0,47.37289829606522,738.6271017039347,0,1727.22,1,0.15017195261750096,786.0
10306,2606.0,5540.0,8146.0,73657.31115731115,0.5132309005548442,15.0,34.546175833546755,543.4538241664532,0,2688.1800000000003,1,0.07095506997299288,578.0
10307,1098.0,1191.0,2289.0,86900.43604651163,0.4662826160623517,3.0,0.0,259.0,0,755.37,1,0.11314984709480122,259.0
10308,1106.0,2837.0,3943.0,81452.4647887324,0.4721529509559434,6.0,8.415015020205761,422.5849849797942,0,1301.19,1,0.10930763378138474,431.0
10309,1936.0,3589.0,5525.0,85576.92307692306,0.4602763385146804,5.0,3.1536862361143387,293.84631376388563,0,1823.25,1,0.05375565610859728,297.0
10310,2167.0,2650.0,4817.0,67453.42929720576,0.4500933724608407,27.0,98.07172531189148,1069.9282746881086,0,1589.6100000000001,1,0.24247456923396304,1168.0
10312,3668.0,6198.0,9866.0,83484.34925864909,0.4781560663589242,16.0,52.24059833284413,1087.7594016671558,0,3255.78,1,0.11554834786134198,1140.0
10314,5269.0,9212.0,14481.0,74144.03778040141,0.448836839595146,22.0,56.758676888058126,1597.2413231119417,0,4778.7300000000005,1,0.11421863130999241,1654.0
10451,3494.0,5708.0,9202.0,40553.319919517104,0.4843016117401726,113.0,389.1873891143855,2897.8126108856145,1,4601.0,1,0.3572049554444686,3287.0
10452,5461.0,10077.0,15538.0,35306.24661979448,0.4703398453398453,287.0,1017.4306456541602,5966.56935434584,1,7769.0,1,0.4494786973870511,6984.0
10453,5476.0,10230.0,15706.0,34474.69021882415,0.4718542016545375,278.0,989.4035468781905,5851.59645312181,1,7853.0,1,0.43556602572265374,6841.0
10454,2870.0,5141.0,8011.0,35661.76470588235,0.389063374966523,71.0,213.14910722882857,2949.8508927711714,1,4005.5,1,0.3948321058544501,3163.0
10455,2507.0,5883.0,8390.0,35785.48644338118,0.4238395673726904,111.0,299.3704114059916,2735.6295885940085,1,4195.0,1,0.36174016686531585,3035.0
10456,6718.0,10459.0,17177.0,34503.467062902426,0.4558848433530906,239.0,917.1014159214294,6024.898584078571,1,8588.5,1,0.40414507772020725,6942.0
10457,6785.0,10545.0,17330.0,34633.56973995271,0.4239698309883859,249.0,995.936957581748,5563.063042418252,1,8665.0,1,0.37847663012117716,6559.0
10458,5585.0,9970.0,15555.0,35868.3314415437,0.4262318875638017,226.0,859.859873006557,3797.140126993443,1,7777.5,1,0.2993892639022822,4657.0
10459,3973.0,5959.0,9932.0,36056.161891768985,0.4231775844815642,135.0,519.9953630220131,3498.004636977987,1,4966.0,1,0.40455094643576317,4018.0
10460,3983.0,6923.0,10906.0,36095.55804404629,0.4476040900888859,166.0,600.7143441169516,4219.285655883048,1,5453.0,1,0.44195855492389513,4820.0
10461,2750.0,5170.0,7920.0,57890.49919484702,0.4883227176220807,42.0,143.7323668316436,1318.2676331683565,1,3960.0,1,0.1845959595959596,1462.0
10462,5581.0,7970.0,13551.0,49331.55080213904,0.508481160170918,115.0,481.024050882684,2943.9759491173163,1,6775.5,1,0.2527488746217991,3425.0
10463,4453.0,6431.0,10884.0,65918.80341880342,0.4826732673267326,118.0,486.4370488465659,3762.5629511534344,0,3591.7200000000003,0,0.39038956266078645,4249.0
10464,75.0,414.0,489.0,84418.6046511628,0.5009319664492078,3.0,1.8412248210615396,112.15877517893847,0,161.37,1,0.2331288343558282,114.0
10465,3268.0,4099.0,7367.0,67554.12890231621,0.4288398004793677,62.0,287.41940885771623,1600.5805911422838,0,2431.11,1,0.25627799647074795,1888.0
10466,4393.0,7776.0,12169.0,47724.43890274314,0.4438725388457654,127.0,486.5811119961812,2705.4188880038187,1,6084.5,1,0.26230585915029997,3192.0
10467,6341.0,10733.0,17074.0,42034.178610804855,0.459412640685624,214.0,833.6940753017077,5386.305924698292,1,8537.0,1,0.3642965913084222,6220.0
10468,6671.0,9103.0,15774.0,37413.79310344827,0.445348108652653,231.0,1052.5783184257566,3255.421681574244,1,7887.0,1,0.2731076454925827,4308.0
10469,4483.0,6512.0,10995.0,53108.54753793744,0.4493334446578164,94.0,403.6294357124763,1911.3705642875238,1,5497.5,1,0.21055025011368805,2315.0
10470,1311.0,812.0,2123.0,58968.83289124668,0.4899285250162443,19.0,125.99269281999214,506.00730718000784,1,1061.5,1,0.29769194536033916,632.0
10471,1015.0,1561.0,2576.0,91633.16582914571,0.4347256204124432,10.0,42.54909024140855,241.45090975859148,0,850.08,1,0.11024844720496894,284.0
10472,5321.0,7038.0,12359.0,37918.66028708134,0.4482024416770063,135.0,594.5388569034847,2982.4611430965156,1,6179.5,1,0.2894247107371147,3577.0
10473,3742.0,6147.0,9889.0,46564.81808548216,0.4711501655932231,91.0,325.41129611089883,3222.588703889101,1,4944.5,1,0.35878248559004955,3548.0
10474,1001.0,1512.0,2513.0,35229.54091816367,0.4441489361702128,23.0,81.25969935491514,1112.740300645085,1,1256.5,1,0.47512932749701553,1194.0
10475,3115.0,3219.0,6334.0,56136.16170590848,0.5172691132201209,23.0,79.66095886994168,1728.3390411300584,1,3167.0,1,0.2854436375118409,1808.0
10501,16.0,127.0,143.0,105178.57142857142,0.4943502824858757,0.0,0.0,0.0,0,47.190000000000005,1,0.0,0.0
10502,322.0,714.0,1036.0,120470.38327526132,0.4995648389904265,4.0,7.46080096372715,265.53919903627286,0,341.88,1,0.2635135135135135,273.0
10504,521.0,954.0,1475.0,128945.70707070708,0.4921088604448863,6.0,547.0,159.0,0,486.75,0,0.4786440677966102,706.0
10505,44.0,121.0,165.0,92225.60975609758,0.7243816254416962,0.0,0.0,0.0,1,82.5,1,0.0,0.0
10506,316.0,824.0,1140.0,126241.13475177305,0.444794952681388,4.0,8.31848046329451,71.6815195367055,0,376.20000000000005,1,0.07017543859649122,80.0
10507,425.0,607.0,1032.0,85787.03703703704,0.4216773387474621,3.0,151.0,69.0,0,340.56,1,0.2131782945736434,220.0
10509,1103.0,1861.0,2964.0,84375.0,0.5163372327551432,11.0,799.6976417275991,215.3023582724009,0,978.12,0,0.342442645074224,1015.0
10510,375.0,1041.0,1416.0,124123.246492986,0.4781983708672736,8.0,378.0,326.0,0,467.28000000000003,0,0.4971751412429379,704.0
10511,119.0,193.0,312.0,82944.91525423728,0.5173169662428759,3.0,9.166229189378576,62.83377081062142,0,102.96000000000001,1,0.23076923076923078,72.0
10512,1127.0,1841.0,2968.0,85317.00835231587,0.5429584432717678,10.0,155.61360925343604,74.38639074656398,0,979.44,1,0.07749326145552561,230.0
10514,732.0,1707.0,2439.0,136587.5912408759,0.4258957021838812,7.0,424.0,161.0,0,804.87,1,0.23985239852398524,585.0
10516,283.0,437.0,720.0,99500.0,0.4923903312444047,4.0,151.71743557821225,11.282564421787754,0,237.60000000000002,1,0.2263888888888889,163.0
10518,11.0,41.0,52.0,113556.338028169,0.8554216867469879,0.0,0.0,0.0,1,26.0,1,0.0,0.0
10520,618.0,1248.0,1866.0,103052.55023183924,0.5109777286368662,9.0,545.9865238085499,301.01347619145014,0,615.78,0,0.45391211146838156,847.0
10522,592.0,1214.0,1806.0,107674.19962335218,0.4614181438998957,6.0,305.93277374847975,133.06722625152025,0,595.98,1,0.24307862679955702,439.0
10523,684.0,909.0,1593.0,75297.61904761905,0.5367983810842475,16.0,455.9559269859819,277.0440730140181,0,525.69,0,0.4601381042059008,733.0
10524,131.0,415.0,546.0,102978.9719626168,0.4926335174953959,1.0,2.8770310114662325,13.122968988533767,0,180.18,1,0.029304029304029304,16.0
10526,81.0,179.0,260.0,105338.54166666666,0.4951005673027334,0.0,0.0,0.0,0,85.8,1,0.0,0.0
10527,15.0,65.0,80.0,115178.57142857142,0.6907894736842105,1.0,64.0,0.0,1,40.0,0,0.8,64.0
10528,786.0,1607.0,2393.0,100964.76510067114,0.4463750748951468,10.0,496.7925070964525,193.20749290354752,0,789.69,1,0.2883409945674885,690.0
10530,867.0,869.0,1736.0,105584.37067773168,0.5131298793470547,9.0,185.97247982011703,219.02752017988297,0,572.88,1,0.23329493087557604,405.0
10532,289.0,427.0,716.0,101162.79069767444,0.5119047619047619,4.0,175.84132178894868,205.15867821105132,0,236.28,0,0.5321229050279329,381.0
10533,538.0,1147.0,1685.0,121352.7851458886,0.510286951813752,2.0,88.0,69.0,0,556.0500000000001,1,0.09317507418397626,157.0
10535,7.0,5.0,12.0,74038.46153846153,0.99,1.0,0.0,100.0,1,6.0,0,8.333333333333334,100.0
10536,515.0,1399.0,1914.0,118916.9847328244,0.4853199962952672,6.0,239.22887488114952,75.77112511885048,0,631.62,1,0.164576802507837,315.0
10537,100.0,354.0,454.0,77254.09836065574,0.4120229652144546,0.0,0.0,0.0,0,149.82,1,0.0,0.0
10538,1213.0,2608.0,3821.0,127009.74421437272,0.4663447884123828,6.0,372.0,83.0,0,1260.93,1,0.1190787751897409,455.0
10541,1299.0,2504.0,3803.0,91301.88679245285,0.507351814979323,22.0,618.3974187256165,339.60258127438357,0,1254.99,1,0.25190638969234813,958.0
10543,1142.0,2424.0,3566.0,95909.09090909093,0.4652037028335135,16.0,423.05813839394943,443.94186160605057,0,1176.78,1,0.24312955692652832,867.0
10546,47.0,84.0,131.0,120246.47887323944,0.6947162426614482,0.0,0.0,0.0,1,65.5,1,0.0,0.0
10547,370.0,708.0,1078.0,87107.32984293194,0.4983692106979778,6.0,497.0,320.0,0,355.74,0,0.7578849721706865,817.0
10548,303.0,286.0,589.0,86397.05882352941,0.382366171839856,2.0,61.0,60.0,0,194.37,1,0.20543293718166383,121.0
10549,1395.0,1299.0,2694.0,92114.69534050178,0.529746835443038,7.0,584.0,150.0,0,889.0200000000001,1,0.27245731254639943,734.0
10550,2127.0,4211.0,6338.0,48113.69509043928,0.4828687645047788,50.0,448.2998047606979,713.7001952393022,1,3169.0,1,0.1833385926159672,1162.0
10552,1033.0,1484.0,2517.0,77373.41772151898,0.5004751346214761,19.0,245.86990999320236,350.1300900067976,0,830.61,1,0.23678982916170044,596.0
10553,438.0,737.0,1175.0,58578.856152513,0.5481664449933498,11.0,38.02564512715264,117.97435487284736,1,587.5,1,0.1327659574468085,156.0
10560,383.0,481.0,864.0,104955.94713656387,0.4562814070351759,1.0,0.0,129.0,0,285.12,1,0.14930555555555555,129.0
10562,1757.0,2333.0,4090.0,78564.81481481482,0.4830341701950026,20.0,614.2378404334308,1122.7621595665692,0,1349.7,0,0.42469437652811737,1737.0
10566,1040.0,2020.0,3060.0,63870.52877138414,0.5062792803432936,23.0,428.59364084193487,433.4063591580651,0,1009.8000000000001,1,0.28169934640522876,862.0
10567,1135.0,1945.0,3080.0,97280.48780487804,0.5107379540584982,5.0,93.84220499639102,121.15779500360898,0,1016.4000000000001,1,0.0698051948051948,215.0
10570,659.0,1267.0,1926.0,112294.74548440066,0.4624848116646415,2.0,139.0,177.0,0,635.58,1,0.1640706126687435,316.0
10573,2248.0,3643.0,5891.0,73685.89743589744,0.4740027710931233,32.0,585.7138954615981,971.2861045384019,0,1944.0300000000002,1,0.2643014768290613,1557.0
10576,98.0,373.0,471.0,125196.07843137256,0.5175563223056627,1.0,0.0,40.0,0,155.43,1,0.08492569002123142,40.0
10577,212.0,183.0,395.0,125904.6052631579,0.2473555736371033,5.0,342.44003092505284,22.559969074947197,0,130.35,0,0.9240506329113924,365.0
10578,28.0,361.0,389.0,91964.28571428572,0.2348993288590604,0.0,0.0,0.0,0,128.37,1,0.0,0.0
10579,199.0,790.0,989.0,95230.26315789472,0.5580712275119325,4.0,79.20702561775548,150.79297438224452,0,326.37,1,0.23255813953488372,230.0
10580,801.0,2645.0,3446.0,125284.09090909093,0.4624661171654589,6.0,263.5783679445222,146.42163205547783,0,1137.18,1,0.11897852582704585,410.0
10583,2181.0,5525.0,7706.0,127798.99894625922,0.4617218478604617,17.0,1355.7925469117179,420.20745308828214,0,2542.98,1,0.2304697638203997,1776.0
10588,322.0,281.0,603.0,91138.05970149252,0.4065533980582524,1.0,0.0,41.0,0,198.99,1,0.06799336650082918,41.0
10589,182.0,528.0,710.0,108700.20964360586,0.666294175164129,3.0,62.07778403616175,147.92221596383825,1,355.0,1,0.29577464788732394,210.0
10590,324.0,730.0,1054.0,113611.96319018403,0.4401242068313757,3.0,163.0,82.0,0,347.82,1,0.23244781783681215,245.0
10591,1364.0,1783.0,3147.0,87684.12438625205,0.5110404817664771,24.0,642.2063913902069,893.7936086097931,0,1038.51,0,0.4880838894184938,1536.0
10594,359.0,575.0,934.0,100277.77777777778,0.4851752021563342,2.0,9.221401789242702,22.7785982107573,0,308.22,1,0.034261241970021415,32.0
10595,356.0,446.0,802.0,105585.10638297872,0.456120892832386,7.0,620.9714469595201,119.0285530404799,0,264.66,0,0.9226932668329177,740.0
10597,8.0,107.0,115.0,135677.0833333333,0.7476635514018691,0.0,0.0,0.0,1,57.5,1,0.0,0.0
10598,1277.0,2892.0,4169.0,102525.33783783784,0.5091859905043694,20.0,1063.700491548731,528.2995084512692,0,1375.77,0,0.3818661549532262,1592.0
10601,330.0,677.0,1007.0,83222.0367278798,0.5351559010095596,3.0,229.0,55.0,0,332.31,1,0.282025819265144,284.0
10603,1155.0,1761.0,2916.0,80059.82053838484,0.5213368678205728,6.0,77.01196217477079,244.9880378252292,0,962.2800000000001,1,0.11042524005486969,322.0
10604,707.0,1618.0,2325.0,87458.74587458746,0.5136028476989576,10.0,436.9442047345867,290.0557952654133,0,767.25,1,0.31268817204301075,727.0
10605,979.0,1568.0,2547.0,104251.45348837208,0.5212121212121212,23.0,1486.291396462967,636.708603537033,0,840.51,0,0.8335296427169219,2123.0
10606,941.0,1379.0,2320.0,71206.11551528878,0.5374642400633027,18.0,603.9712270300925,319.02877296990755,0,765.6,0,0.3978448275862069,923.0
10607,334.0,529.0,863.0,90000.0,0.6135422826729746,7.0,226.89451598384704,118.10548401615294,1,431.5,1,0.39976825028968715,345.0
10701,4688.0,7004.0,11692.0,55344.26229508197,0.4483184383819379,73.0,1075.9806503392876,1580.0193496607121,1,5846.0,1,0.22716387273349298,2656.0
10703,1232.0,1949.0,3181.0,62190.366972477066,0.4625503925312964,32.0,287.7485628321842,670.2514371678159,0,1049.73,1,0.30116315624017603,958.0
10704,1875.0,2488.0,4363.0,71318.10442678774,0.5431900857019545,23.0,143.7088319292599,476.29116807074007,0,1439.79,1,0.14210405684162275,620.0
10705,1959.0,3972.0,5931.0,53397.02760084926,0.4848048171688839,46.0,427.63943633378585,1322.3605636662141,1,2965.5,1,0.295059854999157,1750.0
10706,407.0,851.0,1258.0,116423.7668161435,0.4918394353771504,8.0,322.0,308.0,0,415.14000000000004,0,0.5007949125596184,630.0
10707,715.0,684.0,1399.0,101553.67231638418,0.520129297678519,5.0,296.2696393115343,60.73036068846565,0,461.67,1,0.2551822730521801,357.0
10708,1133.0,1766.0,2899.0,109944.93392070485,0.5023235229032972,2.0,93.0,40.0,0,956.6700000000001,1,0.04587788892721628,133.0
10709,485.0,1192.0,1677.0,102549.01960784312,0.5057015369360436,7.0,47.4109717994027,389.5890282005973,0,553.4100000000001,1,0.26058437686344665,437.0
10710,1211.0,2218.0,3429.0,82270.67407922167,0.5513621211540672,16.0,40.26264377969738,716.7373562203027,0,1131.5700000000002,1,0.22076407115777194,757.0
10801,1839.0,3675.0,5514.0,67866.94957563655,0.4800594382130189,34.0,606.0471163482331,1417.9528836517668,0,1819.6200000000001,0,0.3670656510700036,2024.0
10803,656.0,2076.0,2732.0,118323.62728785358,0.4524580290597004,9.0,559.0,101.0,0,901.5600000000001,1,0.24158125915080528,660.0
10804,664.0,2110.0,2774.0,125645.04881450487,0.4768555466879489,19.0,675.8476970091243,539.1523029908757,0,915.4200000000001,0,0.43799567411679885,1215.0
10805,1144.0,1257.0,2401.0,72483.76623376623,0.4456018518518518,8.0,130.6313457283496,107.3686542716504,0,792.33,1,0.09912536443148688,238.0
10901,1279.0,2788.0,4067.0,87057.52212389381,0.4431720134912542,12.0,327.86704571661863,645.1329542833814,0,1342.1100000000001,1,0.23924268502581755,973.0
10913,141.0,486.0,627.0,101730.76923076923,0.4918653045781309,6.0,183.09284205762398,179.907157942376,0,206.91,0,0.5789473684210527,363.0
10916,154.0,537.0,691.0,92274.678111588,0.5241844769403825,1.0,1.3369007312052092,6.663099268794791,0,228.03,1,0.011577424023154847,8.0
10917,295.0,165.0,460.0,80963.30275229357,0.553580497714576,5.0,58.40046953337482,116.59953046662518,0,151.8,0,0.3804347826086957,175.0
10918,767.0,1056.0,1823.0,84708.12182741116,0.4863396971691902,3.0,95.04882431072426,70.95117568927574,0,601.59,1,0.09105869445968184,166.0
10919,23.0,92.0,115.0,75625.0,0.4777070063694267,1.0,0.0,100.0,0,37.95,0,0.8695652173913043,100.0
10920,389.0,766.0,1155.0,92320.26143790848,0.5334108076699593,5.0,281.0403860972051,180.9596139027949,0,381.15000000000003,0,0.4,462.0
10921,222.0,391.0,613.0,79525.86206896552,0.5435801312089972,3.0,125.0,57.0,0,202.29000000000002,1,0.2969004893964111,182.0
10923,844.0,1013.0,1857.0,69642.85714285714,0.5903313932771113,7.0,123.54245935696218,47.457540643037824,0,612.8100000000001,1,0.09208400646203554,171.0
10924,730.0,1218.0,1948.0,87706.14692653673,0.4776226279985678,8.0,343.4961407664162,91.5038592335838,0,642.84,1,0.223305954825462,435.0
10925,160.0,418.0,578.0,79522.35772357724,0.5508284818629646,4.0,6.64608285039627,62.35391714960373,0,190.74,1,0.11937716262975778,69.0
10926,250.0,355.0,605.0,72992.22797927461,0.4937324123816833,0.0,0.0,0.0,0,199.65,1,0.0,0.0
10927,1057.0,1215.0,2272.0,48936.59711075442,0.5070812306690542,13.0,321.86775225324817,297.13224774675183,1,1136.0,1,0.27244718309859156,619.0
10928,222.0,555.0,777.0,64747.807017543855,0.4377880184331797,4.0,5.145122257808113,95.85487774219189,0,256.41,1,0.12998712998713,101.0
10930,323.0,1075.0,1398.0,85937.5,0.4183614177803602,4.0,62.15850866261121,29.84149133738878,0,461.34000000000003,1,0.06580829756795423,92.0
10940,3426.0,5533.0,8959.0,61566.8813944676,0.5089387306423929,31.0,870.7165012195646,695.2834987804354,0,2956.4700000000003,1,0.17479629422926665,1566.0
10941,643.0,1169.0,1812.0,67564.93506493507,0.5309612467245897,14.0,500.19537861093227,222.80462138906776,0,597.96,0,0.3990066225165563,723.0
10950,8658.0,11757.0,20415.0,71012.98701298701,0.3055022138991605,19.0,527.3440057797818,185.65599422021822,0,6736.950000000001,1,0.0349253000244918,713.0
10952,7131.0,8951.0,16082.0,66818.87366818874,0.2765791744722052,31.0,277.30153583431405,303.69846416568595,0,5307.06,1,0.036127347344857605,581.0
10954,1444.0,2270.0,3714.0,84852.70700636943,0.4552869105013231,13.0,161.32341516582994,790.6765848341701,0,1225.6200000000001,1,0.2563274098007539,952.0
10956,1619.0,2948.0,4567.0,100368.77688998156,0.5293122519357147,28.0,877.5512373508686,771.4487626491314,0,1507.1100000000001,0,0.3610685351434202,1649.0
10958,92.0,275.0,367.0,78560.60606060605,0.5641025641025641,0.0,0.0,0.0,0,121.11,1,0.0,0.0
10960,618.0,1141.0,1759.0,86907.11462450594,0.5336802137533398,9.0,298.53919872475865,161.46080127524132,0,580.47,1,0.26151222285389425,460.0
10962,180.0,413.0,593.0,96595.14925373136,0.5229268292682927,1.0,3.6424388067741886,12.357561193225811,0,195.69,1,0.026981450252951095,16.0
10963,185.0,390.0,575.0,75290.69767441861,0.2967563837129054,5.0,53.653320786648045,70.34667921335196,0,189.75,1,0.21565217391304348,124.0
10964,21.0,108.0,129.0,108854.16666666666,0.4721311475409836,2.0,111.0,24.0,0,42.57,0,1.0465116279069768,135.0
10965,984.0,1820.0,2804.0,96688.4328358209,0.513213328226733,11.0,398.9163102492584,216.08368975074157,0,925.32,1,0.21932952924393723,615.0
10968,167.0,83.0,250.0,108200.0,0.5052546483427648,1.0,173.0,0.0,0,82.5,0,0.692,173.0
10969,102.0,138.0,240.0,78409.09090909091,0.6606606606606606,0.0,0.0,0.0,1,120.0,1,0.0,0.0
10970,1218.0,1128.0,2346.0,78904.80591497227,0.4675481807968196,5.0,129.92476638723988,39.075233612760115,0,774.1800000000001,1,0.07203751065643649,169.0
